basket_id,item_id,item_name,category,quantity,basket_theme
B076,I051,Салат айсберг,Овощи,1,salad_light
B076,I057,Авокадо,Овощи,1,salad_light
B076,I065,Бананы,Фрукты,1,salad_light
B076,I084,Овсяные хлопья,Бакалея,1,salad_light
B076,I089,Оливковое масло,Бакалея,1,salad_light
B076,I123,Мороженое ванильное,Заморозка,2,salad_light
B077,I023,Яйца C1 10 шт,Бакалея,1,russian_salads
B077,I043,Морковь,Овощи,2,russian_salads
B077,I060,Укроп,Овощи,2,russian_salads
B077,I099,Горошек консервированный,Консервы,1,russian_salads
B077,I103,Майонез,Соусы,1,russian_salads
B077,I115,Кофе молотый,Напитки,1,russian_salads
B078,I013,Йогурт греческий,Молочные продукты,1,fitness_protein
B078,I023,Яйца C1 10 шт,Бакалея,1,fitness_protein
B078,I025,Куриное филе,Мясо и птица,1,fitness_protein
B078,I047,Огурцы,Овощи,3,fitness_protein
B078,I052,Шпинат,Овощи,1,fitness_protein
B078,I056,Брокколи,Овощи,1,fitness_protein
B078,I057,Авокадо,Овощи,1,fitness_protein
B078,I070,Клубника,Фрукты,2,fitness_protein
B078,I080,Киноа,Бакалея,1,fitness_protein
B078,I113,Чай черный,Напитки,1,fitness_protein
B078,I119,Вода минеральная,Напитки,2,fitness_protein
B079,I044,Лук репчатый,Овощи,1,pets_home
B079,I064,Яблоки,Фрукты,2,pets_home
B079,I153,Корм для кошек,Зоотовары,1,pets_home
B079,I155,Наполнитель для кошачьего туалета,Зоотовары,2,pets_home
B079,I156,Средство для посуды,Бытовая химия,1,pets_home
B079,I158,Бумажные полотенца,Дом,1,pets_home
B080,I047,Огурцы,Овощи,3,salad_light
B080,I048,Перец болгарский,Овощи,2,salad_light
B080,I051,Салат айсберг,Овощи,1,salad_light
B080,I057,Авокадо,Овощи,2,salad_light
B080,I067,Лимоны,Фрукты,1,salad_light
B080,I098,Кукуруза консервированная,Консервы,1,salad_light
B080,I131,Шоколад молочный,Сладости,1,salad_light
B080,I159,Туалетная бумага,Дом,1,salad_light
B081,I001,Молоко 2.5%,Молочные продукты,3,fitness_protein
B081,I013,Йогурт греческий,Молочные продукты,1,fitness_protein
B081,I025,Куриное филе,Мясо и птица,1,fitness_protein
B081,I052,Шпинат,Овощи,1,fitness_protein
B081,I056,Брокколи,Овощи,1,fitness_protein
B081,I057,Авокадо,Овощи,1,fitness_protein
B081,I080,Киноа,Бакалея,1,fitness_protein
B081,I119,Вода минеральная,Напитки,3,fitness_protein
B081,I138,Миндаль,Снэки,2,fitness_protein
B081,I158,Бумажные полотенца,Дом,1,fitness_protein
B082,I036,Лосось филе,Рыба,1,fish_dinner
B082,I046,Помидоры,Овощи,1,fish_dinner
B082,I047,Огурцы,Овощи,2,fish_dinner
B082,I048,Перец болгарский,Овощи,1,fish_dinner
B082,I052,Шпинат,Овощи,1,fish_dinner
B082,I065,Бананы,Фрукты,2,fish_dinner
B082,I067,Лимоны,Фрукты,1,fish_dinner
B082,I076,Рис длиннозерный,Бакалея,1,fish_dinner
B082,I089,Оливковое масло,Бакалея,1,fish_dinner
B082,I109,Черный перец,Специи,1,fish_dinner
B082,I119,Вода минеральная,Напитки,2,fish_dinner
B082,I159,Туалетная бумага,Дом,1,fish_dinner
B083,I008,Сливки 10%,Молочные продукты,1,lasagna_pasta
B083,I009,Моцарелла,Молочные продукты,1,lasagna_pasta
B083,I017,Батон нарезной,Хлеб,2,lasagna_pasta
B083,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B083,I051,Салат айсберг,Овощи,1,lasagna_pasta
B083,I053,Шампиньоны,Овощи,2,lasagna_pasta
B083,I064,Яблоки,Фрукты,1,lasagna_pasta
B083,I096,Томатная паста,Соусы,1,lasagna_pasta
B083,I113,Чай черный,Напитки,1,lasagna_pasta
B083,I156,Средство для посуды,Бытовая химия,1,lasagna_pasta
B084,I015,Хлеб пшеничный,Хлеб,1,big_family_stock
B084,I017,Батон нарезной,Хлеб,2,big_family_stock
B084,I023,Яйца C1 10 шт,Бакалея,1,big_family_stock
B084,I026,Куриные бедра,Мясо и птица,1,big_family_stock
B084,I027,Фарш говяжий,Мясо и птица,1,big_family_stock
B084,I042,Картофель,Овощи,2,big_family_stock
B084,I048,Перец болгарский,Овощи,2,big_family_stock
B084,I078,Гречка,Бакалея,1,big_family_stock
B084,I086,Сахар,Бакалея,1,big_family_stock
B084,I096,Томатная паста,Соусы,1,big_family_stock
B084,I113,Чай черный,Напитки,1,big_family_stock
B084,I158,Бумажные полотенца,Дом,1,big_family_stock
B085,I006,Сыр гауда,Молочные продукты,1,veggie_stew
B085,I042,Картофель,Овощи,2,veggie_stew
B085,I045,Чеснок,Овощи,1,veggie_stew
B085,I046,Помидоры,Овощи,2,veggie_stew
B085,I048,Перец болгарский,Овощи,1,veggie_stew
B085,I052,Шпинат,Овощи,1,veggie_stew
B085,I053,Шампиньоны,Овощи,2,veggie_stew
B085,I054,Кабачки,Овощи,1,veggie_stew
B085,I055,Баклажаны,Овощи,1,veggie_stew
B085,I089,Оливковое масло,Бакалея,1,veggie_stew
B085,I111,Итальянские травы,Специи,1,veggie_stew
B086,I053,Шампиньоны,Овощи,1,office_lunch
B086,I060,Укроп,Овощи,1,office_lunch
B086,I061,Петрушка,Овощи,1,office_lunch
B086,I065,Бананы,Фрукты,3,office_lunch
B086,I113,Чай черный,Напитки,1,office_lunch
B086,I119,Вода минеральная,Напитки,3,office_lunch
B086,I132,Шоколад темный,Сладости,1,office_lunch
B086,I147,Сэндвич с курицей,Готовая еда,1,office_lunch
B087,I013,Йогурт греческий,Молочные продукты,1,healthy_breakfast
B087,I065,Бананы,Фрукты,2,healthy_breakfast
B087,I084,Овсяные хлопья,Бакалея,1,healthy_breakfast
B087,I135,Мед,Сладости,2,healthy_breakfast
B087,I137,Орехи грецкие,Снэки,2,healthy_breakfast
B087,I143,Гранола,Завтраки,1,healthy_breakfast
B088,I154,Корм для собак,Зоотовары,1,pets_home
B088,I155,Наполнитель для кошачьего туалета,Зоотовары,1,pets_home
B088,I156,Средство для посуды,Бытовая химия,1,pets_home
B088,I158,Бумажные полотенца,Дом,1,pets_home
B088,I160,Пакеты для мусора,Дом,1,pets_home
B089,I009,Моцарелла,Молочные продукты,1,bbq_picnic
B089,I018,Лаваш,Хлеб,1,bbq_picnic
B089,I026,Куриные бедра,Мясо и птица,1,bbq_picnic
B089,I029,Свинина для жарки,Мясо и птица,1,bbq_picnic
B089,I044,Лук репчатый,Овощи,3,bbq_picnic
B089,I046,Помидоры,Овощи,1,bbq_picnic
B089,I047,Огурцы,Овощи,2,bbq_picnic
B089,I053,Шампиньоны,Овощи,1,bbq_picnic
B089,I057,Авокадо,Овощи,2,bbq_picnic
B089,I064,Яблоки,Фрукты,3,bbq_picnic
B089,I102,Кетчуп,Соусы,1,bbq_picnic
B089,I120,Газированная вода,Напитки,2,bbq_picnic
B089,I139,Чипсы картофельные,Снэки,1,bbq_picnic
B089,I158,Бумажные полотенца,Дом,1,bbq_picnic
B090,I016,Хлеб ржаной,Хлеб,2,sushi_home
B090,I036,Лосось филе,Рыба,1,sushi_home
B090,I041,Крабовые палочки,Рыба,1,sushi_home
B090,I063,Имбирь,Овощи,2,sushi_home
B090,I077,Рис для суши,Бакалея,1,sushi_home
B090,I091,Нори,Бакалея,1,sushi_home
B090,I104,Соевый соус,Соусы,1,sushi_home
B090,I152,Влажные салфетки,Детские товары,1,sushi_home
B091,I005,Сметана 20%,Молочные продукты,1,pasta_italian
B091,I010,Пармезан,Молочные продукты,1,pasta_italian
B091,I020,Багет,Хлеб,1,pasta_italian
B091,I042,Картофель,Овощи,2,pasta_italian
B091,I045,Чеснок,Овощи,1,pasta_italian
B091,I046,Помидоры,Овощи,2,pasta_italian
B091,I048,Перец болгарский,Овощи,1,pasta_italian
B091,I081,Макароны спагетти,Бакалея,1,pasta_italian
B091,I089,Оливковое масло,Бакалея,1,pasta_italian
B091,I096,Томатная паста,Соусы,1,pasta_italian
B091,I101,Соус песто,Соусы,1,pasta_italian
B091,I111,Итальянские травы,Специи,1,pasta_italian
B092,I001,Молоко 2.5%,Молочные продукты,1,breakfast_basic
B092,I006,Сыр гауда,Молочные продукты,1,breakfast_basic
B092,I007,Сливочное масло,Молочные продукты,1,breakfast_basic
B092,I015,Хлеб пшеничный,Хлеб,1,breakfast_basic
B092,I023,Яйца C1 10 шт,Бакалея,2,breakfast_basic
B092,I043,Морковь,Овощи,1,breakfast_basic
B092,I065,Бананы,Фрукты,2,breakfast_basic
B092,I084,Овсяные хлопья,Бакалея,1,breakfast_basic
B092,I115,Кофе молотый,Напитки,1,breakfast_basic
B093,I018,Лаваш,Хлеб,1,bbq_picnic
B093,I026,Куриные бедра,Мясо и птица,1,bbq_picnic
B093,I046,Помидоры,Овощи,1,bbq_picnic
B093,I047,Огурцы,Овощи,2,bbq_picnic
B093,I120,Газированная вода,Напитки,6,bbq_picnic
B093,I139,Чипсы картофельные,Снэки,1,bbq_picnic
B093,I158,Бумажные полотенца,Дом,1,bbq_picnic
B094,I005,Сметана 20%,Молочные продукты,1,pets_home
B094,I023,Яйца C1 10 шт,Бакалея,2,pets_home
B094,I119,Вода минеральная,Напитки,1,pets_home
B094,I154,Корм для собак,Зоотовары,1,pets_home
B094,I155,Наполнитель для кошачьего туалета,Зоотовары,1,pets_home
B094,I156,Средство для посуды,Бытовая химия,1,pets_home
B094,I158,Бумажные полотенца,Дом,1,pets_home
B094,I160,Пакеты для мусора,Дом,1,pets_home
B095,I008,Сливки 10%,Молочные продукты,1,lasagna_pasta
B095,I009,Моцарелла,Молочные продукты,1,lasagna_pasta
B095,I010,Пармезан,Молочные продукты,1,lasagna_pasta
B095,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B095,I053,Шампиньоны,Овощи,1,lasagna_pasta
B095,I082,Макароны пенне,Бакалея,1,lasagna_pasta
B095,I096,Томатная паста,Соусы,1,lasagna_pasta
B095,I111,Итальянские травы,Специи,1,lasagna_pasta
B095,I131,Шоколад молочный,Сладости,2,lasagna_pasta
B096,I025,Куриное филе,Мясо и птица,1,curry_dinner
B096,I056,Брокколи,Овощи,1,curry_dinner
B096,I063,Имбирь,Овощи,1,curry_dinner
B096,I067,Лимоны,Фрукты,1,curry_dinner
B096,I076,Рис длиннозерный,Бакалея,1,curry_dinner
B096,I090,Кокосовое молоко,Бакалея,1,curry_dinner
B096,I108,Карри паста,Соусы,1,curry_dinner
B097,I008,Сливки 10%,Молочные продукты,1,lasagna_pasta
B097,I009,Моцарелла,Молочные продукты,1,lasagna_pasta
B097,I010,Пармезан,Молочные продукты,1,lasagna_pasta
B097,I012,Ряженка,Молочные продукты,1,lasagna_pasta
B097,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B097,I036,Лосось филе,Рыба,1,lasagna_pasta
B097,I053,Шампиньоны,Овощи,1,lasagna_pasta
B097,I064,Яблоки,Фрукты,2,lasagna_pasta
B097,I082,Макароны пенне,Бакалея,1,lasagna_pasta
B097,I111,Итальянские травы,Специи,1,lasagna_pasta
B097,I114,Чай зеленый,Напитки,1,lasagna_pasta
B097,I156,Средство для посуды,Бытовая химия,1,lasagna_pasta
B098,I001,Молоко 2.5%,Молочные продукты,1,breakfast_basic
B098,I006,Сыр гауда,Молочные продукты,1,breakfast_basic
B098,I007,Сливочное масло,Молочные продукты,1,breakfast_basic
B098,I015,Хлеб пшеничный,Хлеб,1,breakfast_basic
B098,I023,Яйца C1 10 шт,Бакалея,1,breakfast_basic
B098,I065,Бананы,Фрукты,3,breakfast_basic
B098,I084,Овсяные хлопья,Бакалея,1,breakfast_basic
B098,I115,Кофе молотый,Напитки,1,breakfast_basic
B099,I023,Яйца C1 10 шт,Бакалея,1,weekly_stock
B099,I042,Картофель,Овощи,1,weekly_stock
B099,I043,Морковь,Овощи,1,weekly_stock
B099,I044,Лук репчатый,Овощи,1,weekly_stock
B099,I047,Огурцы,Овощи,2,weekly_stock
B099,I061,Петрушка,Овощи,1,weekly_stock
B099,I067,Лимоны,Фрукты,1,weekly_stock
B099,I070,Клубника,Фрукты,2,weekly_stock
B099,I076,Рис длиннозерный,Бакалея,1,weekly_stock
B099,I078,Гречка,Бакалея,1,weekly_stock
B099,I088,Подсолнечное масло,Бакалея,1,weekly_stock
B099,I097,Фасоль консервированная,Консервы,1,weekly_stock
B099,I119,Вода минеральная,Напитки,2,weekly_stock
B100,I001,Молоко 2.5%,Молочные продукты,2,baby_care
B100,I149,Детское пюре яблочное,Детские товары,1,baby_care
B100,I150,Детская каша,Детские товары,1,baby_care
B100,I151,Подгузники,Детские товары,2,baby_care
B100,I152,Влажные салфетки,Детские товары,1,baby_care
B101,I006,Сыр гауда,Молочные продукты,1,sushi_home
B101,I036,Лосось филе,Рыба,1,sushi_home
B101,I041,Крабовые палочки,Рыба,1,sushi_home
B101,I047,Огурцы,Овощи,2,sushi_home
B101,I057,Авокадо,Овощи,1,sushi_home
B101,I063,Имбирь,Овощи,1,sushi_home
B101,I077,Рис для суши,Бакалея,1,sushi_home
B101,I091,Нори,Бакалея,1,sushi_home
B101,I096,Томатная паста,Соусы,1,sushi_home
B101,I104,Соевый соус,Соусы,1,sushi_home
B102,I026,Куриные бедра,Мясо и птица,1,bbq_picnic
B102,I029,Свинина для жарки,Мясо и птица,1,bbq_picnic
B102,I046,Помидоры,Овощи,3,bbq_picnic
B102,I047,Огурцы,Овощи,2,bbq_picnic
B102,I071,Голубика,Фрукты,1,bbq_picnic
B102,I102,Кетчуп,Соусы,1,bbq_picnic
B102,I120,Газированная вода,Напитки,6,bbq_picnic
B102,I139,Чипсы картофельные,Снэки,1,bbq_picnic
B102,I158,Бумажные полотенца,Дом,1,bbq_picnic
B103,I039,Тунец консервированный,Рыба,1,salad_light
B103,I046,Помидоры,Овощи,1,salad_light
B103,I047,Огурцы,Овощи,2,salad_light
B103,I048,Перец болгарский,Овощи,1,salad_light
B103,I057,Авокадо,Овощи,1,salad_light
B103,I067,Лимоны,Фрукты,1,salad_light
B103,I089,Оливковое масло,Бакалея,1,salad_light
B103,I098,Кукуруза консервированная,Консервы,1,salad_light
B103,I120,Газированная вода,Напитки,1,salad_light
B104,I001,Молоко 2.5%,Молочные продукты,2,kids_breakfast
B104,I003,Йогурт натуральный,Молочные продукты,1,kids_breakfast
B104,I117,Сок яблочный,Напитки,1,kids_breakfast
B104,I131,Шоколад молочный,Сладости,2,kids_breakfast
B104,I133,Печенье овсяное,Сладости,2,kids_breakfast
B104,I142,Хлопья кукурузные,Завтраки,1,kids_breakfast
B104,I149,Детское пюре яблочное,Детские товары,1,kids_breakfast
B104,I150,Детская каша,Детские товары,1,kids_breakfast
B104,I152,Влажные салфетки,Детские товары,1,kids_breakfast
B105,I001,Молоко 2.5%,Молочные продукты,2,baking_sweet
B105,I007,Сливочное масло,Молочные продукты,1,baking_sweet
B105,I085,Мука пшеничная,Бакалея,1,baking_sweet
B105,I093,Разрыхлитель теста,Бакалея,1,baking_sweet
B105,I094,Ванильный сахар,Бакалея,1,baking_sweet
B105,I095,Какао порошок,Бакалея,1,baking_sweet
B105,I132,Шоколад темный,Сладости,1,baking_sweet
B106,I003,Йогурт натуральный,Молочные продукты,1,office_lunch
B106,I015,Хлеб пшеничный,Хлеб,1,office_lunch
B106,I065,Бананы,Фрукты,2,office_lunch
B106,I119,Вода минеральная,Напитки,4,office_lunch
B106,I146,Салат цезарь готовый,Готовая еда,1,office_lunch
B106,I147,Сэндвич с курицей,Готовая еда,1,office_lunch
B107,I003,Йогурт натуральный,Молочные продукты,1,office_lunch
B107,I116,Кофе зерновой,Напитки,1,office_lunch
B107,I119,Вода минеральная,Напитки,6,office_lunch
B107,I132,Шоколад темный,Сладости,2,office_lunch
B107,I146,Салат цезарь готовый,Готовая еда,1,office_lunch
B107,I147,Сэндвич с курицей,Готовая еда,1,office_lunch
B108,I008,Сливки 10%,Молочные продукты,1,lasagna_pasta
B108,I010,Пармезан,Молочные продукты,1,lasagna_pasta
B108,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B108,I047,Огурцы,Овощи,2,lasagna_pasta
B108,I082,Макароны пенне,Бакалея,1,lasagna_pasta
B108,I111,Итальянские травы,Специи,1,lasagna_pasta
B108,I156,Средство для посуды,Бытовая химия,1,lasagna_pasta
B109,I001,Молоко 2.5%,Молочные продукты,1,salad_light
B109,I039,Тунец консервированный,Рыба,1,salad_light
B109,I043,Морковь,Овощи,3,salad_light
B109,I046,Помидоры,Овощи,2,salad_light
B109,I047,Огурцы,Овощи,2,salad_light
B109,I048,Перец болгарский,Овощи,1,salad_light
B109,I051,Салат айсберг,Овощи,2,salad_light
B109,I060,Укроп,Овощи,1,salad_light
B109,I067,Лимоны,Фрукты,1,salad_light
B109,I089,Оливковое масло,Бакалея,1,salad_light
B110,I006,Сыр гауда,Молочные продукты,1,burger_night
B110,I019,Булочки для бургеров,Хлеб,2,burger_night
B110,I027,Фарш говяжий,Мясо и птица,1,burger_night
B110,I032,Бекон,Мясо и птица,1,burger_night
B110,I043,Морковь,Овощи,1,burger_night
B110,I046,Помидоры,Овощи,2,burger_night
B110,I060,Укроп,Овощи,1,burger_night
B110,I069,Виноград,Фрукты,1,burger_night
B110,I073,Киви,Фрукты,1,burger_night
B110,I102,Кетчуп,Соусы,1,burger_night
B110,I106,Горчица,Соусы,1,burger_night
B110,I123,Мороженое ванильное,Заморозка,1,burger_night
B111,I015,Хлеб пшеничный,Хлеб,1,veggie_stew
B111,I045,Чеснок,Овощи,1,veggie_stew
B111,I046,Помидоры,Овощи,1,veggie_stew
B111,I048,Перец болгарский,Овощи,1,veggie_stew
B111,I052,Шпинат,Овощи,1,veggie_stew
B111,I053,Шампиньоны,Овощи,1,veggie_stew
B111,I054,Кабачки,Овощи,1,veggie_stew
B111,I079,Булгур,Бакалея,1,veggie_stew
B111,I111,Итальянские травы,Специи,1,veggie_stew
B111,I152,Влажные салфетки,Детские товары,1,veggie_stew
B112,I001,Молоко 2.5%,Молочные продукты,1,weekly_stock
B112,I006,Сыр гауда,Молочные продукты,1,weekly_stock
B112,I015,Хлеб пшеничный,Хлеб,2,weekly_stock
B112,I023,Яйца C1 10 шт,Бакалея,1,weekly_stock
B112,I042,Картофель,Овощи,1,weekly_stock
B112,I044,Лук репчатый,Овощи,2,weekly_stock
B112,I053,Шампиньоны,Овощи,1,weekly_stock
B112,I065,Бананы,Фрукты,1,weekly_stock
B112,I067,Лимоны,Фрукты,1,weekly_stock
B112,I076,Рис длиннозерный,Бакалея,1,weekly_stock
B112,I084,Овсяные хлопья,Бакалея,1,weekly_stock
B112,I088,Подсолнечное масло,Бакалея,1,weekly_stock
B112,I097,Фасоль консервированная,Консервы,1,weekly_stock
B112,I113,Чай черный,Напитки,1,weekly_stock
B112,I119,Вода минеральная,Напитки,2,weekly_stock
B112,I157,Порошок стиральный,Бытовая химия,1,weekly_stock
B113,I001,Молоко 2.5%,Молочные продукты,1,tea_sweets
B113,I021,Круассаны,Хлеб,1,tea_sweets
B113,I048,Перец болгарский,Овощи,1,tea_sweets
B113,I084,Овсяные хлопья,Бакалея,1,tea_sweets
B113,I113,Чай черный,Напитки,1,tea_sweets
B113,I115,Кофе молотый,Напитки,1,tea_sweets
B113,I131,Шоколад молочный,Сладости,1,tea_sweets
B113,I133,Печенье овсяное,Сладости,1,tea_sweets
B113,I134,Вафли,Сладости,2,tea_sweets
B113,I136,Джем клубничный,Сладости,1,tea_sweets
B114,I007,Сливочное масло,Молочные продукты,1,breakfast_basic
B114,I015,Хлеб пшеничный,Хлеб,2,breakfast_basic
B114,I023,Яйца C1 10 шт,Бакалея,2,breakfast_basic
B114,I047,Огурцы,Овощи,1,breakfast_basic
B114,I065,Бананы,Фрукты,2,breakfast_basic
B114,I115,Кофе молотый,Напитки,1,breakfast_basic
B114,I120,Газированная вода,Напитки,3,breakfast_basic
B115,I065,Бананы,Фрукты,3,frozen_quick
B115,I102,Кетчуп,Соусы,1,frozen_quick
B115,I120,Газированная вода,Напитки,4,frozen_quick
B115,I123,Мороженое ванильное,Заморозка,1,frozen_quick
B115,I124,Пельмени,Заморозка,2,frozen_quick
B115,I125,Вареники с картофелем,Заморозка,1,frozen_quick
B115,I126,Овощная смесь замороженная,Заморозка,1,frozen_quick
B115,I128,Пицца замороженная,Заморозка,1,frozen_quick
B116,I025,Куриное филе,Мясо и птица,1,household_cleaning
B116,I042,Картофель,Овощи,3,household_cleaning
B116,I113,Чай черный,Напитки,1,household_cleaning
B116,I157,Порошок стиральный,Бытовая химия,2,household_cleaning
B116,I158,Бумажные полотенца,Дом,1,household_cleaning
B116,I159,Туалетная бумага,Дом,1,household_cleaning
B116,I160,Пакеты для мусора,Дом,1,household_cleaning
B117,I084,Овсяные хлопья,Бакалея,1,household_cleaning
B117,I152,Влажные салфетки,Детские товары,1,household_cleaning
B117,I156,Средство для посуды,Бытовая химия,1,household_cleaning
B117,I157,Порошок стиральный,Бытовая химия,1,household_cleaning
B117,I159,Туалетная бумага,Дом,2,household_cleaning
B117,I160,Пакеты для мусора,Дом,2,household_cleaning
B118,I001,Молоко 2.5%,Молочные продукты,2,weekly_stock
B118,I006,Сыр гауда,Молочные продукты,1,weekly_stock
B118,I023,Яйца C1 10 шт,Бакалея,1,weekly_stock
B118,I044,Лук репчатый,Овощи,1,weekly_stock
B118,I059,Зеленый лук,Овощи,1,weekly_stock
B118,I060,Укроп,Овощи,1,weekly_stock
B118,I064,Яблоки,Фрукты,1,weekly_stock
B118,I076,Рис длиннозерный,Бакалея,1,weekly_stock
B118,I084,Овсяные хлопья,Бакалея,1,weekly_stock
B118,I088,Подсолнечное масло,Бакалея,1,weekly_stock
B118,I119,Вода минеральная,Напитки,2,weekly_stock
B118,I120,Газированная вода,Напитки,6,weekly_stock
B118,I159,Туалетная бумага,Дом,1,weekly_stock
B119,I039,Тунец консервированный,Рыба,1,salad_light
B119,I044,Лук репчатый,Овощи,1,salad_light
B119,I046,Помидоры,Овощи,1,salad_light
B119,I047,Огурцы,Овощи,3,salad_light
B119,I048,Перец болгарский,Овощи,2,salad_light
B119,I051,Салат айсберг,Овощи,2,salad_light
B119,I071,Голубика,Фрукты,2,salad_light
B119,I080,Киноа,Бакалея,1,salad_light
B120,I023,Яйца C1 10 шт,Бакалея,1,sushi_home
B120,I034,Ветчина,Мясо и птица,1,sushi_home
B120,I036,Лосось филе,Рыба,1,sushi_home
B120,I041,Крабовые палочки,Рыба,1,sushi_home
B120,I047,Огурцы,Овощи,3,sushi_home
B120,I057,Авокадо,Овощи,1,sushi_home
B120,I063,Имбирь,Овощи,1,sushi_home
B120,I104,Соевый соус,Соусы,1,sushi_home
B120,I121,Квас,Напитки,2,sushi_home
B120,I135,Мед,Сладости,2,sushi_home
B121,I003,Йогурт натуральный,Молочные продукты,1,fruit_snack
B121,I052,Шпинат,Овощи,1,fruit_snack
B121,I061,Петрушка,Овощи,1,fruit_snack
B121,I064,Яблоки,Фрукты,1,fruit_snack
B121,I065,Бананы,Фрукты,3,fruit_snack
B121,I066,Апельсины,Фрукты,1,fruit_snack
B121,I068,Груши,Фрукты,1,fruit_snack
B121,I069,Виноград,Фрукты,1,fruit_snack
B121,I105,Соус терияки,Соусы,1,fruit_snack
B121,I133,Печенье овсяное,Сладости,1,fruit_snack
B121,I137,Орехи грецкие,Снэки,2,fruit_snack
B121,I160,Пакеты для мусора,Дом,1,fruit_snack
B122,I009,Моцарелла,Молочные продукты,1,lasagna_pasta
B122,I010,Пармезан,Молочные продукты,1,lasagna_pasta
B122,I027,Фарш говяжий,Мясо и птица,1,lasagna_pasta
B122,I043,Морковь,Овощи,1,lasagna_pasta
B122,I049,Капуста белокочанная,Овощи,1,lasagna_pasta
B122,I053,Шампиньоны,Овощи,1,lasagna_pasta
B122,I064,Яблоки,Фрукты,2,lasagna_pasta
B122,I067,Лимоны,Фрукты,1,lasagna_pasta
B122,I082,Макароны пенне,Бакалея,1,lasagna_pasta
B122,I084,Овсяные хлопья,Бакалея,1,lasagna_pasta
B122,I119,Вода минеральная,Напитки,1,lasagna_pasta
B123,I006,Сыр гауда,Молочные продукты,1,salad_light
B123,I039,Тунец консервированный,Рыба,1,salad_light
B123,I047,Огурцы,Овощи,1,salad_light
B123,I051,Салат айсберг,Овощи,1,salad_light
B123,I052,Шпинат,Овощи,1,salad_light
B123,I057,Авокадо,Овощи,1,salad_light
B123,I061,Петрушка,Овощи,1,salad_light
B123,I067,Лимоны,Фрукты,2,salad_light
B123,I089,Оливковое масло,Бакалея,1,salad_light
B123,I098,Кукуруза консервированная,Консервы,1,salad_light
B123,I115,Кофе молотый,Напитки,1,salad_light
B123,I119,Вода минеральная,Напитки,2,salad_light
B124,I001,Молоко 2.5%,Молочные продукты,1,weekly_stock
B124,I006,Сыр гауда,Молочные продукты,1,weekly_stock
B124,I015,Хлеб пшеничный,Хлеб,2,weekly_stock
B124,I025,Куриное филе,Мясо и птица,1,weekly_stock
B124,I042,Картофель,Овощи,2,weekly_stock
B124,I044,Лук репчатый,Овощи,1,weekly_stock
B124,I064,Яблоки,Фрукты,1,weekly_stock
B124,I076,Рис длиннозерный,Бакалея,1,weekly_stock
B124,I078,Гречка,Бакалея,1,weekly_stock
B124,I088,Подсолнечное масло,Бакалея,1,weekly_stock
B124,I119,Вода минеральная,Напитки,3,weekly_stock
B124,I159,Туалетная бумага,Дом,1,weekly_stock
B125,I006,Сыр гауда,Молочные продукты,1,mexican_tacos
B125,I018,Лаваш,Хлеб,1,mexican_tacos
B125,I019,Булочки для бургеров,Хлеб,1,mexican_tacos
B125,I057,Авокадо,Овощи,2,mexican_tacos
B125,I062,Острый перец,Овощи,1,mexican_tacos
B125,I074,Манго,Фрукты,1,mexican_tacos
B125,I091,Нори,Бакалея,1,mexican_tacos
B125,I098,Кукуруза консервированная,Консервы,1,mexican_tacos
B125,I107,Сальса,Соусы,1,mexican_tacos
B126,I036,Лосось филе,Рыба,1,fish_dinner
B126,I047,Огурцы,Овощи,2,fish_dinner
B126,I052,Шпинат,Овощи,1,fish_dinner
B126,I067,Лимоны,Фрукты,1,fish_dinner
B126,I076,Рис длиннозерный,Бакалея,1,fish_dinner
B126,I089,Оливковое масло,Бакалея,1,fish_dinner
B126,I109,Черный перец,Специи,1,fish_dinner
B126,I119,Вода минеральная,Напитки,2,fish_dinner
B127,I003,Йогурт натуральный,Молочные продукты,1,office_lunch
B127,I015,Хлеб пшеничный,Хлеб,2,office_lunch
B127,I047,Огурцы,Овощи,2,office_lunch
B127,I065,Бананы,Фрукты,1,office_lunch
B127,I119,Вода минеральная,Напитки,6,office_lunch
B127,I132,Шоколад темный,Сладости,1,office_lunch
B127,I146,Салат цезарь готовый,Готовая еда,1,office_lunch
B127,I147,Сэндвич с курицей,Готовая еда,1,office_lunch
B128,I025,Куриное филе,Мясо и птица,1,fish_dinner
B128,I036,Лосось филе,Рыба,1,fish_dinner
B128,I047,Огурцы,Овощи,1,fish_dinner
B128,I052,Шпинат,Овощи,1,fish_dinner
B128,I067,Лимоны,Фрукты,1,fish_dinner
B128,I109,Черный перец,Специи,1,fish_dinner
B128,I131,Шоколад молочный,Сладости,2,fish_dinner
B129,I005,Сметана 20%,Молочные продукты,1,salad_light
B129,I039,Тунец консервированный,Рыба,1,salad_light
B129,I046,Помидоры,Овощи,1,salad_light
B129,I047,Огурцы,Овощи,1,salad_light
B129,I048,Перец болгарский,Овощи,2,salad_light
B129,I051,Салат айсберг,Овощи,1,salad_light
B129,I065,Бананы,Фрукты,3,salad_light
B129,I089,Оливковое масло,Бакалея,1,salad_light
B129,I097,Фасоль консервированная,Консервы,1,salad_light
B129,I098,Кукуруза консервированная,Консервы,1,salad_light
B130,I038,Креветки очищенные,Рыба,1,seafood_asian
