basket_id,item_name
B143,Хлеб пшеничный
B143,Яйца C1 10 шт
B143,Бананы
B143,Овсяные хлопья
B143,Кофе молотый
B143,Туалетная бумага
B144,Сыр гауда
B144,Сыр творожный
B144,Хлеб пшеничный
B144,Ветчина
B144,Лук репчатый
B144,Огурцы
B144,Перец болгарский
B144,Салат айсберг
B144,Клубника
B144,Бумажные полотенца
B145,Молоко безлактозное
B145,Багет
B145,Чеснок
B145,Помидоры
B145,Макароны спагетти
B145,Оливковое масло
B145,Томатная паста
B145,Соус песто
B145,Итальянские травы
B145,Вода минеральная
B145,Морс ягодный
B146,Яйца C1 10 шт
B146,Куриное филе
B146,Колбаса докторская
B146,Картофель
B146,Морковь
B146,Укроп
B146,Виноград
B146,Горошек консервированный
B147,Яйца C1 10 шт
B147,Колбаса докторская
B147,Картофель
B147,Огурцы
B147,Авокадо
B147,Укроп
B147,Имбирь
B147,Овсяные хлопья
B147,Горошек консервированный
B147,Суп куриный готовый
B148,Молоко 2.5%
B148,Хлеб пшеничный
B148,Яйца C1 10 шт
B148,Шампиньоны
B148,Зеленый лук
B148,Петрушка
B148,Бананы
B148,Овсяные хлопья
B148,Чай черный
B148,Кофе молотый
B149,Лаваш
B149,Куриное филе
B149,Куриные бедра
B149,Свинина для жарки
B149,Картофель
B149,Лук репчатый
B149,Помидоры
B149,Огурцы
B149,Кетчуп
B149,Кофе молотый
B149,Газированная вода
B149,Чипсы картофельные
B150,Морковь
B150,Чеснок
B150,Помидоры
B150,Киви
B150,Макароны спагетти
B150,Соус песто
B150,Итальянские травы
B151,Чеснок
B151,Помидоры
B151,Шампиньоны
B151,Кабачки
B151,Оливковое масло
B151,Итальянские травы
B151,Чай черный
B151,Мороженое ванильное
B151,Средство для посуды
B152,Чеснок
B152,Перец болгарский
B152,Шампиньоны
B152,Кабачки
B152,Баклажаны
B152,Виноград
B152,Булгур
B152,Оливковое масло
B152,Итальянские травы
B152,Кофе молотый
B152,Печенье овсяное
B152,Туалетная бумага
B153,Пармезан
B153,Багет
B153,Куриное филе
B153,Чеснок
B153,Помидоры
B153,Оливковое масло
B153,Соус песто
B153,Паприка
B153,Итальянские травы
B153,Вода минеральная
B154,Молоко 2.5%
B154,Яйца C1 10 шт
B154,Фарш говяжий
B154,Картофель
B154,Морковь
B154,Лимоны
B154,Гречка
B154,Сахар
B154,Бумажные полотенца
B154,Туалетная бумага
B155,Корм для кошек
B155,Корм для собак
B155,Наполнитель для кошачьего туалета
B155,Средство для посуды
B155,Бумажные полотенца
B155,Пакеты для мусора
B156,Молоко 2.5%
B156,Сметана 20%
B156,Сыр гауда
B156,Хлеб пшеничный
B156,Яйца C1 10 шт
B156,Куриное филе
B156,Картофель
B156,Лук репчатый
B156,Авокадо
B156,Виноград
B156,Голубика
B156,Рис длиннозерный
B156,Овсяные хлопья
B156,Вода минеральная
B157,Сыр гауда
B157,Хлеб пшеничный
B157,Корм для кошек
B157,Наполнитель для кошачьего туалета
B157,Средство для посуды
B157,Бумажные полотенца
B158,Моцарелла
B158,Свинина для жарки
B158,Тунец консервированный
B158,Помидоры
B158,Огурцы
B158,Перец болгарский
B158,Салат айсберг
B158,Авокадо
B158,Лимоны
B158,Оливковое масло
B158,Кукуруза консервированная
B158,Карри паста
B158,Пакеты для мусора
B159,Лимоны
B159,Чай черный
B159,Кофе молотый
B159,Печенье овсяное
B159,Вафли
B159,Джем клубничный
B160,Огурцы
B160,Перец болгарский
B160,Шпинат
B160,Лимоны
B160,Оливковое масло
B160,Кукуруза консервированная
B160,Газированная вода
B160,Туалетная бумага
B161,Молоко 2.5%
B161,Сметана 20%
B161,Хлеб ржаной
B161,Говядина стейк
B161,Морковь
B161,Лук репчатый
B161,Чеснок
B161,Капуста белокочанная
B161,Свекла
B161,Зеленый лук
B161,Укроп
B161,Порошок стиральный
B162,Куриные бедра
B162,Картофель
B162,Лук репчатый
B162,Помидоры
B162,Шампиньоны
B162,Петрушка
B162,Лапша удон
B162,Черный перец
B162,Суп куриный готовый
B163,Куриное филе
B163,Чеснок
B163,Помидоры
B163,Шпинат
B163,Шампиньоны
B163,Брокколи
B163,Имбирь
B163,Рис длиннозерный
B163,Подсолнечное масло
B163,Кокосовое молоко
B163,Газированная вода
B164,Молоко 2.5%
B164,Мороженое ванильное
B164,Порошок стиральный
B164,Туалетная бумага
B164,Пакеты для мусора
B165,Молоко 2.5%
B165,Йогурт натуральный
B165,Творог 5%
B165,Бананы
B165,Сок яблочный
B165,Вода минеральная
B165,Печенье овсяное
B165,Хлопья кукурузные
B165,Детское пюре яблочное
B165,Детская каша
B165,Влажные салфетки
B165,Бумажные полотенца
B166,Лаваш
B166,Куриное филе
B166,Кетчуп
B166,Газированная вода
B166,Пельмени
B166,Вареники с картофелем
B166,Овощная смесь замороженная
B166,Пицца замороженная
B166,Мед
B167,Йогурт натуральный
B167,Бананы
B167,Кофе зерновой
B167,Вода минеральная
B167,Шоколад темный
B167,Салат цезарь готовый
B168,Сливки 10%
B168,Моцарелла
B168,Фарш говяжий
B168,Лосось филе
B168,Шампиньоны
B168,Укроп
B168,Голубика
B168,Макароны пенне
B168,Томатная паста
B169,Чеснок
B169,Помидоры
B169,Перец болгарский
B169,Шампиньоны
B169,Кабачки
B169,Авокадо
B169,Зеленый лук
B169,Петрушка
B169,Клубника
B169,Голубика
B169,Булгур
B170,Молоко 2.5%
B170,Сливочное масло
B170,Яйца C1 10 шт
B170,Мука пшеничная
B170,Сахар
B170,Ванильный сахар
B170,Какао порошок
B171,Булочки для бургеров
B171,Фарш говяжий
B171,Помидоры
B171,Авокадо
B171,Макароны спагетти
B171,Кетчуп
B171,Горчица
B171,Картофель фри замороженный
B172,Кетчуп
B172,Мороженое ванильное
B172,Пельмени
B172,Вареники с картофелем
B172,Туалетная бумага
B173,Молоко 2.5%
B173,Сыр гауда
B173,Сливочное масло
B173,Хлеб пшеничный
B173,Яйца C1 10 шт
B173,Бананы
B173,Овсяные хлопья
B173,Кофе молотый
B174,Огурцы
B174,Газированная вода
B174,Пельмени
B174,Вареники с картофелем
B174,Пицца замороженная
B175,Сыр гауда
B175,Хлеб пшеничный
B175,Яйца C1 10 шт
B175,Куриное филе
B175,Картофель
B175,Лук репчатый
B175,Салат айсберг
B175,Шампиньоны
B175,Зеленый лук
B175,Укроп
B175,Яблоки
B175,Рис длиннозерный
B175,Гречка
B175,Макароны пенне
B175,Подсолнечное масло
B175,Вода минеральная
B176,Сметана 20%
B176,Мороженое ванильное
B176,Корм для кошек
B176,Наполнитель для кошачьего туалета
B176,Средство для посуды
B177,Помидоры
B177,Овсяные хлопья
B177,Корм для собак
B177,Средство для посуды
B177,Бумажные полотенца
B177,Пакеты для мусора
B178,Молоко 2.5%
B178,Хлеб пшеничный
B178,Морковь
B178,Корм для собак
B178,Наполнитель для кошачьего туалета
B178,Бумажные полотенца
B178,Пакеты для мусора
B179,Сыр гауда
B179,Булочки для бургеров
B179,Фарш говяжий
B179,Бекон
B179,Помидоры
B179,Салат айсберг
B179,Кетчуп
B180,Сметана 20%
B180,Сыр гауда
B180,Котлеты куриные
B180,Креветки очищенные
B180,Чеснок
B180,Огурцы
B180,Брокколи
B180,Имбирь
B180,Соевый соус
B180,Сэндвич с курицей
B181,Молоко 2.5%
B181,Сливки 10%
B181,Моцарелла
B181,Пармезан
B181,Фарш говяжий
B181,Морковь
B181,Помидоры
B181,Макароны пенне
B181,Томатная паста
B182,Чеснок
B182,Брокколи
B182,Авокадо
B182,Имбирь
B182,Лимоны
B182,Рис длиннозерный
B182,Кокосовое молоко
B182,Горчица
B182,Карри паста
B183,Сметана 20%
B183,Морковь
B183,Помидоры
B183,Шампиньоны
B183,Кабачки
B183,Оливковое масло
B183,Итальянские травы
B184,Колбаса докторская
B184,Морковь
B184,Помидоры
B184,Огурцы
B184,Перец болгарский
B184,Шампиньоны
B184,Авокадо
B184,Клубника
B184,Кукуруза консервированная
B184,Шоколад молочный
B184,Корм для кошек
B185,Молоко 2.5%
B185,Йогурт натуральный
B185,Бананы
B185,Детское пюре яблочное
B185,Детская каша
B185,Подгузники
B185,Влажные салфетки
B186,Йогурт натуральный
B186,Бананы
B186,Хлопья кукурузные
B186,Детское пюре яблочное
B186,Детская каша
B186,Влажные салфетки
B187,Сыр гауда
B187,Булочки для бургеров
B187,Куриное филе
B187,Фарш говяжий
B187,Бекон
B187,Помидоры
B187,Салат айсберг
B187,Виноград
B187,Кетчуп
B187,Горчица
B187,Картофель фри замороженный
B188,Сыр гауда
B188,Лаваш
B188,Помидоры
B188,Авокадо
B188,Острый перец
B188,Фасоль консервированная
B188,Кукуруза консервированная
B188,Сальса
B189,Помидоры
B189,Укроп
B189,Яблоки
B189,Бананы
B189,Апельсины
B189,Груши
B189,Овсяные хлопья
B189,Корица
B189,Орехи грецкие
B189,Наполнитель для кошачьего туалета
B190,Молоко 2.5%
B190,Сливочное масло
B190,Киви
B190,Разрыхлитель теста
B190,Ванильный сахар
B190,Шоколад темный
B191,Куриные бедра
B191,Картофель
B191,Морковь
B191,Лук репчатый
B191,Петрушка
B191,Лапша удон
B191,Суп куриный готовый
B192,Йогурт натуральный
B192,Куриное филе
B192,Яблоки
B192,Бананы
B192,Апельсины
B192,Груши
B192,Виноград
B192,Сальса
B192,Печенье овсяное
B192,Орехи грецкие
B193,Сыр гауда
B193,Хлеб пшеничный
B193,Булочки для бургеров
B193,Фарш говяжий
B193,Бекон
B193,Помидоры
B193,Салат айсберг
B193,Петрушка
B193,Яблоки
B193,Ванильный сахар
B193,Кетчуп
B193,Горчица
B194,Сыр гауда
B194,Булочки для бургеров
B194,Фарш говяжий
B194,Бекон
B194,Помидоры
B194,Салат айсберг
B194,Горчица
B195,Молоко 2.5%
B195,Яйца C1 10 шт
B195,Колбаса докторская
B195,Картофель
B195,Огурцы
B195,Укроп
B195,Голубика
B195,Кофе молотый
B195,Вода минеральная
B195,Корм для собак
B196,Сыр творожный
B196,Хлеб пшеничный
B196,Батон нарезной
B196,Ветчина
B196,Помидоры
B196,Огурцы
B196,Укроп
B196,Виноград
B196,Чипсы картофельные
B196,Арахисовая паста
B197,Сыр гауда
B197,Сливочное масло
B197,Хлеб пшеничный
B197,Яйца C1 10 шт
B197,Бананы
B197,Овсяные хлопья
B197,Кофе молотый
B197,Вафли
B198,Тунец консервированный
B198,Помидоры
B198,Огурцы
B198,Перец болгарский
B198,Салат айсберг
B198,Авокадо
B198,Бананы
B198,Оливковое масло
B198,Кукуруза консервированная
B198,Чай черный
B198,Газированная вода
B198,Картофель фри замороженный
B198,Арахисовая паста
B199,Сыр гауда
B199,Фарш говяжий
B199,Бекон
B199,Помидоры
B199,Салат айсберг
B199,Зеленый лук
B199,Яблоки
B199,Горчица
B199,Картофель фри замороженный
B200,Молоко 2.5%
B200,Йогурт натуральный
B200,Бананы
B200,Груши
B200,Печенье овсяное
B200,Детское пюре яблочное
B200,Подгузники
B200,Влажные салфетки
B200,Средство для посуды
B201,Тунец консервированный
B201,Помидоры
B201,Огурцы
B201,Перец болгарский
B201,Салат айсберг
B201,Авокадо
B201,Лимоны
B201,Оливковое масло
B201,Мороженое ванильное
B202,Молоко 2.5%
B202,Йогурт натуральный
B202,Бананы
B202,Сок яблочный
B202,Хлопья кукурузные
B202,Детская каша
B202,Влажные салфетки
B202,Пакеты для мусора
B203,Сыр гауда
B203,Морковь
B203,Помидоры
B203,Авокадо
B203,Кукуруза консервированная
B203,Сальса
B204,Пармезан
B204,Багет
B204,Чеснок
B204,Манго
B204,Макароны спагетти
B204,Оливковое масло
B204,Томатная паста
B204,Соус песто
B204,Итальянские травы
B204,Корм для кошек
B205,Хлеб пшеничный
B205,Гречка
B205,Газированная вода
B205,Квас
B205,Мороженое ванильное
B205,Пицца замороженная
B205,Шоколад молочный
B205,Чипсы картофельные
B205,Сухарики
B206,Сметана 20%
B206,Свинина для жарки
B206,Помидоры
B206,Огурцы
B206,Кетчуп
B206,Газированная вода
B206,Шоколад молочный
B206,Чипсы картофельные
B207,Сыр гауда
B207,Йогурт греческий
B207,Молоко безлактозное
B207,Бананы
B207,Голубика
B207,Рис длиннозерный
B207,Мед
B208,Молоко 2.5%
B208,Сыр гауда
B208,Хлеб пшеничный
B208,Яйца C1 10 шт
B208,Ветчина
B208,Салат айсберг
B208,Авокадо
B208,Бананы
B208,Овсяные хлопья
B208,Кофе молотый
B209,Йогурт натуральный
B209,Огурцы
B209,Яблоки
B209,Бананы
B209,Апельсины
B209,Груши
B209,Виноград
B209,Кофе молотый
B209,Печенье овсяное
B209,Орехи грецкие
B210,Тунец консервированный
B210,Помидоры
B210,Огурцы
B210,Перец болгарский
B210,Салат айсберг
B210,Кукуруза консервированная
B210,Суп куриный готовый
B211,Сыр гауда
B211,Сливочное масло
B211,Хлеб пшеничный
B211,Яйца C1 10 шт
B211,Перец болгарский
B211,Зеленый лук
B211,Бананы
B211,Манго
B211,Овсяные хлопья
B211,Кофе молотый
B211,Вода минеральная
B212,Моцарелла
B212,Пармезан
B212,Фарш говяжий
B212,Шампиньоны
B212,Томатная паста
B212,Итальянские травы
B212,Хлопья кукурузные
B212,Пакеты для мусора
B213,Лосось филе
B213,Огурцы
B213,Шпинат
B213,Лимоны
B213,Рис длиннозерный
B213,Оливковое масло
B213,Черный перец
B213,Вода минеральная
B214,Лаваш
B214,Фарш говяжий
B214,Сельдь слабосоленая
B214,Помидоры
B214,Острый перец
B214,Фасоль консервированная
B214,Кукуруза консервированная
B215,Куриное филе
B215,Чеснок
B215,Перец болгарский
B215,Брокколи
B215,Имбирь
B215,Лимоны
B215,Рис длиннозерный
B215,Кокосовое молоко
B215,Карри паста
B216,Молоко 2.5%
B216,Круассаны
B216,Кофе молотый
B216,Шоколад молочный
B216,Печенье овсяное
B216,Вафли
B216,Джем клубничный
B217,Молоко 2.5%
B217,Яблоки
B217,Бананы
B217,Апельсины
B217,Груши
B217,Виноград
B217,Печенье овсяное
B217,Орехи грецкие
B218,Йогурт греческий
B218,Молоко безлактозное
B218,Бананы
B218,Овсяные хлопья
B218,Мед
B218,Орехи грецкие
B218,Гранола
B219,Яйца C1 10 шт
B219,Чеснок
B219,Зеленый лук
B219,Имбирь
B219,Мука пшеничная
B219,Сахар
B219,Разрыхлитель теста
B219,Ванильный сахар
B219,Какао порошок
B219,Шоколад темный
B219,Средство для посуды
B219,Пакеты для мусора
B220,Яйца C1 10 шт
B220,Лук репчатый
B220,Перец болгарский
B220,Шампиньоны
B220,Кабачки
B220,Баклажаны
B220,Оливковое масло
B220,Итальянские травы
B221,Куриные бедра
B221,Креветки очищенные
B221,Морковь
B221,Лук репчатый
B221,Лапша удон
B221,Суп куриный готовый
B222,Молоко 2.5%
B222,Яблоки
B222,Бананы
B222,Груши
B222,Печенье овсяное
B222,Детское пюре яблочное
B222,Детская каша
B222,Влажные салфетки
B223,Сметана 20%
B223,Хлеб ржаной
B223,Говядина стейк
B223,Картофель
B223,Морковь
B223,Лук репчатый
B223,Свекла
B223,Шоколад молочный
B223,Миндаль
B224,Молоко 2.5%
B224,Йогурт натуральный
B224,Бананы
B224,Сок яблочный
B224,Вода минеральная
B224,Печенье овсяное
B224,Детское пюре яблочное
B224,Влажные салфетки
B225,Молоко 2.5%
B225,Сыр гауда
B225,Хлеб пшеничный
B225,Яйца C1 10 шт
B225,Куриное филе
B225,Картофель
B225,Авокадо
B225,Петрушка
B225,Яблоки
B225,Рис длиннозерный
B225,Гречка
B225,Овсяные хлопья
B225,Чай черный
B225,Вода минеральная
B225,Порошок стиральный
B226,Молоко 2.5%
B226,Сыр гауда
B226,Хлеб пшеничный
B226,Яйца C1 10 шт
B226,Капуста белокочанная
B226,Бананы
B226,Овсяные хлопья
B226,Чай черный
B226,Кофе молотый
B226,Суп куриный готовый
B226,Корм для кошек
B227,Хлеб пшеничный
B227,Лук репчатый
B227,Яблоки
B227,Бананы
B227,Апельсины
B227,Виноград
B227,Вода минеральная
B227,Печенье овсяное
B227,Орехи грецкие
B228,Сыр гауда
B228,Сливочное масло
B228,Хлеб пшеничный
B228,Яйца C1 10 шт
B228,Огурцы
B228,Яблоки
B228,Бананы
B228,Лимоны
B228,Виноград
B228,Овсяные хлопья
B228,Кофе молотый
B228,Средство для посуды
B229,Молоко 2.5%
B229,Сыр гауда
B229,Хлеб пшеничный
B229,Яйца C1 10 шт
B229,Куриное филе
B229,Картофель
B229,Лук репчатый
B229,Яблоки
B229,Гречка
B229,Подсолнечное масло
B230,Креветки очищенные
B230,Чеснок
B230,Брокколи
B230,Зеленый лук
B230,Острый перец
B230,Бананы
B230,Лапша удон
B230,Соус терияки
B231,Куриное филе
B231,Брокколи
B231,Петрушка
B231,Имбирь
B231,Лимоны
B231,Голубика
B231,Рис длиннозерный
B231,Кокосовое молоко
B231,Карри паста
B231,Кофе молотый
B232,Йогурт натуральный
B232,Бананы
B232,Кофе молотый
B232,Кофе зерновой
B232,Вода минеральная
B232,Шоколад темный
B232,Салат цезарь готовый
B232,Сэндвич с курицей
B233,Молоко 2.5%
B233,Йогурт натуральный
B233,Бананы
B233,Детское пюре яблочное
B233,Детская каша
B233,Подгузники
B233,Влажные салфетки
B234,Молоко 2.5%
B234,Сметана 20%
B234,Батон нарезной
B234,Яйца C1 10 шт
B234,Куриные бедра
B234,Фарш говяжий
B234,Зеленый лук
B234,Яблоки
B234,Голубика
B234,Гречка
B234,Чай черный
B234,Бумажные полотенца
B234,Туалетная бумага
B234,Пакеты для мусора
B235,Лосось филе
B235,Огурцы
B235,Шпинат
B235,Лимоны
B235,Рис длиннозерный
B235,Оливковое масло
B235,Черный перец
B235,Вода минеральная
B236,Молоко 2.5%
B236,Яйца C1 10 шт
B236,Куриные бедра
B236,Фарш говяжий
B236,Картофель
B236,Салат айсберг
B236,Лимоны
B236,Гречка
B236,Макароны пенне
B236,Сахар
B236,Чай черный
B236,Бумажные полотенца
B236,Туалетная бумага
B237,Креветки очищенные
B237,Чеснок
B237,Зеленый лук
B237,Острый перец
B237,Имбирь
B237,Соевый соус
B237,Соус терияки
B238,Молоко 2.5%
B238,Бананы
B238,Сок яблочный
B238,Хлопья кукурузные
B238,Детское пюре яблочное
B238,Детская каша
B239,Сметана 20%
B239,Картофель
B239,Вода минеральная
B239,Влажные салфетки
B239,Порошок стиральный
B239,Бумажные полотенца
B239,Пакеты для мусора
B240,Молоко 2.5%
B240,Сыр гауда
B240,Хлеб пшеничный
B240,Куриное филе
B240,Картофель
B240,Перец болгарский
B240,Салат айсберг
B240,Укроп
B240,Петрушка
B240,Яблоки
B240,Гречка
B240,Подсолнечное масло
B240,Чай черный
B240,Кофе молотый
B240,Шоколад молочный
B241,Авокадо
B241,Бананы
B241,Фасоль консервированная
B241,Карри паста
B241,Газированная вода
B241,Квас
B241,Мороженое ванильное
B241,Пицца замороженная
B241,Шоколад молочный
B241,Печенье овсяное
B241,Чипсы картофельные
B241,Сухарики
B242,Молоко безлактозное
B242,Шпинат
B242,Бананы
B242,Голубика
B242,Овсяные хлопья
B242,Картофель фри замороженный
B242,Мед
B242,Орехи грецкие
B243,Куриные бедра
B243,Картофель
B243,Морковь
B243,Петрушка
B243,Лапша удон
B243,Черный перец
B243,Мороженое ванильное
B243,Суп куриный готовый
B244,Багет
B244,Треска филе
B244,Чеснок
B244,Макароны спагетти
B244,Оливковое масло
B244,Томатная паста
B244,Соус песто
B244,Итальянские травы
B244,Кофе молотый
B244,Суп куриный готовый
B245,Булочки для бургеров
B245,Фарш говяжий
B245,Бекон
B245,Помидоры
B245,Перец болгарский
B245,Салат айсберг
B245,Шампиньоны
B245,Яблоки
B245,Кетчуп
B245,Горчица
B245,Картофель фри замороженный
B245,Детское пюре яблочное
B245,Пакеты для мусора
B246,Молоко 2.5%
B246,Яйца C1 10 шт
B246,Салат айсберг
B246,Шампиньоны
B246,Лимоны
B246,Виноград
B246,Сахар
B246,Разрыхлитель теста
B246,Ванильный сахар
B246,Какао порошок
B246,Шоколад темный
B247,Куриное филе
B247,Петрушка
B247,Мороженое ванильное
B247,Вареники с картофелем
B247,Овощная смесь замороженная
B247,Пицца замороженная
B247,Шоколад молочный
B248,Хлеб пшеничный
B248,Салат айсберг
B248,Зеленый лук
B248,Бананы
B248,Апельсины
B248,Виноград
B248,Печенье овсяное
B248,Орехи грецкие
B249,Яблоки
B249,Бананы
B249,Апельсины
B249,Груши
B249,Кофе молотый
B249,Вода минеральная
B249,Печенье овсяное
B249,Орехи грецкие
B250,Креветки очищенные
B250,Чеснок
B250,Капуста белокочанная
B250,Брокколи
B250,Зеленый лук
B250,Имбирь
B250,Лапша удон
B250,Соевый соус
B250,Арахисовая паста
B251,Йогурт натуральный
B251,Яблоки
B251,Апельсины
B251,Виноград
B251,Лапша удон
B251,Печенье овсяное
B251,Орехи грецкие
B252,Йогурт натуральный
B252,Сыр гауда
B252,Морковь
B252,Бананы
B252,Апельсины
B252,Груши
B252,Виноград
B252,Печенье овсяное
B252,Орехи грецкие
B252,Салат цезарь готовый
B252,Влажные салфетки
B252,Порошок стиральный
B253,Яйца C1 10 шт
B253,Картофель
B253,Помидоры
B253,Огурцы
B253,Перец болгарский
B253,Салат айсберг
B253,Авокадо
B253,Бананы
B253,Лимоны
B253,Овсяные хлопья
B253,Оливковое масло
B253,Кукуруза консервированная
B253,Чай черный
B253,Средство для посуды
B254,Молоко 2.5%
B254,Сливочное масло
B254,Яйца C1 10 шт
B254,Мука пшеничная
B254,Сахар
B254,Разрыхлитель теста
B254,Какао порошок
B254,Итальянские травы
B254,Шоколад темный
B254,Детская каша
B255,Сыр гауда
B255,Сыр творожный
B255,Хлеб пшеничный
B255,Батон нарезной
B255,Ветчина
B255,Салат айсберг
B255,Яблоки
B256,Молоко 2.5%
B256,Йогурт натуральный
B256,Творог 5%
B256,Печенье овсяное
B256,Детское пюре яблочное
B256,Детская каша
B256,Подгузники
B256,Влажные салфетки
B257,Молоко 2.5%
B257,Хлеб пшеничный
B257,Яйца C1 10 шт
B257,Куриное филе
B257,Картофель
B257,Огурцы
B257,Салат айсберг
B257,Укроп
B257,Петрушка
B257,Яблоки
B257,Бананы
B257,Лимоны
B257,Гречка
B257,Подсолнечное масло
B257,Вода минеральная
B258,Молоко 2.5%
B258,Сыр гауда
B258,Хлеб пшеничный
B258,Куриное филе
B258,Картофель
B258,Лук репчатый
B258,Яблоки
B258,Рис длиннозерный
B258,Гречка
B258,Подсолнечное масло
B258,Вода минеральная
B259,Помидоры
B259,Перец болгарский
B259,Салат айсберг
B259,Шампиньоны
B259,Кабачки
B259,Баклажаны
B259,Булгур
B259,Оливковое масло
B259,Итальянские травы
B260,Сливки 10%
B260,Моцарелла
B260,Пармезан
B260,Фарш говяжий
B260,Шампиньоны
B260,Редис
B260,Клубника
B260,Макароны пенне
B260,Итальянские травы
B261,Сметана 20%
B261,Хлеб ржаной
B261,Говядина стейк
B261,Картофель
B261,Лук репчатый
B261,Чеснок
B261,Свекла
B261,Укроп
B262,Молоко 2.5%
B262,Батон нарезной
B262,Яйца C1 10 шт
B262,Куриные бедра
B262,Фарш говяжий
B262,Перец болгарский
B262,Бананы
B262,Гречка
B262,Макароны пенне
B262,Сахар
B262,Томатная паста
B262,Чай черный
B262,Вода минеральная
B262,Бумажные полотенца
B262,Туалетная бумага
B263,Куриное филе
B263,Шпинат
B263,Брокколи
B263,Авокадо
B263,Киноа
B263,Вода минеральная
B263,Миндаль
B264,Молоко 2.5%
B264,Батон нарезной
B264,Яйца C1 10 шт
B264,Куриные бедра
B264,Фарш говяжий
B264,Картофель
B264,Гречка
B264,Макароны пенне
B264,Сахар
B264,Чай черный
B264,Мороженое ванильное
B264,Бумажные полотенца
B264,Туалетная бумага
B265,Яйца C1 10 шт
B265,Чеснок
B265,Перец болгарский
B265,Кабачки
B265,Баклажаны
B265,Итальянские травы
B265,Газированная вода
B266,Сметана 20%
B266,Хлеб ржаной
B266,Яйца перепелиные
B266,Говядина стейк
B266,Картофель
B266,Морковь
B266,Лук репчатый
B266,Чеснок
B266,Свекла
B266,Печенье овсяное
B267,Лосось филе
B267,Картофель
B267,Огурцы
B267,Лимоны
B267,Оливковое масло
B267,Черный перец
B268,Сыр гауда
B268,Сливочное масло
B268,Хлеб пшеничный
B268,Бананы
B268,Овсяные хлопья
B268,Кофе молотый
B269,Хлеб пшеничный
B269,Лосось филе
B269,Огурцы
B269,Шпинат
B269,Лимоны
B269,Рис длиннозерный
B269,Оливковое масло
B269,Панировочные сухари
B269,Кофе молотый
B269,Средство для посуды
B270,Молоко 2.5%
B270,Круассаны
B270,Лимоны
B270,Овсяные хлопья
B270,Чай черный
B270,Кофе молотый
B270,Шоколад молочный
B270,Печенье овсяное
B270,Вафли
B270,Джем клубничный
B271,Молоко 2.5%
B271,Батон нарезной
B271,Яйца C1 10 шт
B271,Куриные бедра
B271,Фарш говяжий
B271,Картофель
B271,Морковь
B271,Лук репчатый
B271,Зеленый лук
B271,Петрушка
B271,Гречка
B271,Макароны пенне
B271,Сахар
B271,Фасоль консервированная
B271,Чай черный
B271,Кофе молотый
B271,Бумажные полотенца
B271,Туалетная бумага
B272,Молоко 2.5%
B272,Сливочное масло
B272,Яйца C1 10 шт
B272,Сахар
B272,Разрыхлитель теста
B272,Ванильный сахар
B272,Какао порошок
B272,Газированная вода
B272,Шоколад темный
B273,Яйца C1 10 шт
B273,Мука пшеничная
B273,Сахар
B273,Разрыхлитель теста
B273,Ванильный сахар
B273,Какао порошок
B273,Шоколад темный
B274,Молоко 2.5%
B274,Яйца C1 10 шт
B274,Зеленый лук
B274,Макароны спагетти
B274,Мука пшеничная
B274,Сахар
B274,Разрыхлитель теста
B274,Ванильный сахар
B274,Какао порошок
B274,Сок яблочный
B274,Шоколад темный
B275,Яйца C1 10 шт
B275,Сахар
B275,Разрыхлитель теста
B275,Ванильный сахар
B275,Какао порошок
B275,Шоколад темный
B276,Лосось филе
B276,Крабовые палочки
B276,Огурцы
B276,Авокадо
B276,Зеленый лук
B276,Имбирь
B276,Рис для суши
B276,Нори
B276,Соевый соус
B276,Шоколад молочный
B277,Йогурт греческий
B277,Молоко безлактозное
B277,Голубика
B277,Овсяные хлопья
B277,Мед
B277,Орехи грецкие
B277,Гранола
B278,Помидоры
B278,Перец болгарский
B278,Шампиньоны
B278,Кабачки
B278,Баклажаны
B278,Булгур
B278,Оливковое масло
B278,Итальянские травы
B278,Туалетная бумага
B279,Йогурт натуральный
B279,Бананы
B279,Вода минеральная
B279,Печенье овсяное
B279,Детское пюре яблочное
B279,Детская каша
B279,Подгузники
B280,Молоко 2.5%
B280,Сыр гауда
B280,Хлеб пшеничный
B280,Куриное филе
B280,Картофель
B280,Лук репчатый
B280,Авокадо
B280,Яблоки
B280,Лимоны
B280,Подсолнечное масло
B280,Чай черный
B280,Сок яблочный
B280,Вода минеральная
B280,Печенье овсяное
B281,Куриное филе
B281,Салат айсберг
B281,Брокколи
B281,Укроп
B281,Имбирь
B281,Лимоны
B281,Рис длиннозерный
B281,Кокосовое молоко
B281,Карри паста
B281,Вода минеральная
B281,Квас
B282,Молоко 2.5%
B282,Морковь
B282,Оливки
B282,Чай черный
B282,Печенье овсяное
B282,Джем клубничный
B283,Петрушка
B283,Лимоны
B283,Фасоль консервированная
B283,Горошек консервированный
B283,Кетчуп
B283,Газированная вода
B283,Мороженое ванильное
B283,Пельмени
B283,Вареники с картофелем
B284,Молоко 2.5%
B284,Йогурт натуральный
B284,Яблоки
B284,Бананы
B284,Сок яблочный
B284,Вода минеральная
B284,Хлопья кукурузные
B284,Детское пюре яблочное
B284,Детская каша
B284,Пакеты для мусора
B285,Йогурт натуральный
B285,Яблоки
B285,Бананы
B285,Апельсины
B285,Лимоны
B285,Груши
B285,Виноград
B285,Горчица
B285,Вода минеральная
